"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Ca","Mg","K","Alkalinity","Fe","waterT","lake_catch_ratio","mix_event","secchi_m","Zmax_m","Altitude","wetland","bare_rock"
"Pseudostaurosira.laucensis.mix_event+Zmax_m","mix_event+Zmax_m","s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",341.14843964278,350.348354729806,6e-05,NA,13,4,9.428,9.479,0.002,0.002,0,0,0,0,0,0,0,1,0,1,0,0,0
"Pseudostaurosira.laucensis.secchi_m+Zmax_m","secchi_m+Zmax_m","s(secchi_m, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",341.210176913327,350.410092000353,0.03701,NA,13,4,9.49,9.54,0.002,0.002,0,0,0,0,0,0,0,0,1,1,0,0,0
"Pseudostaurosira.laucensis.wetland+Zmax_m","wetland+Zmax_m","s(wetland, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",341.402710646157,350.602625733183,0.01426,NA,13,4,9.682,9.733,0.002,0.002,0,0,0,0,0,0,0,0,0,1,0,1,0
"Pseudostaurosira.laucensis.Altitude+Mg+Zmax_m","Altitude+Mg+Zmax_m","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",341.457586787495,350.606689354177,0.00289,NA,17.01,4,9.737,9.737,0.002,0.002,0,1,0,0,0,0,0,0,0,1,1,0,0
"Pseudostaurosira.laucensis.K+mix_event+Zmax_m","K+mix_event+Zmax_m","s(K, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",341.464356920017,350.613459486699,1e-05,NA,17,6,9.744,9.744,0.002,0.002,0,0,1,0,0,0,0,1,0,1,0,0,0
"Pseudostaurosira.laucensis.K+secchi_m+Zmax_m","K+secchi_m+Zmax_m","s(K, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",341.538371999355,350.687474566037,0.0245,NA,17,6,9.818,9.818,0.002,0.002,0,0,1,0,0,0,0,0,1,1,0,0,0
"Pseudostaurosira.laucensis.Fe+Mg+Zmax_m","Fe+Mg+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",341.668342013303,350.817444579984,0.00387,NA,17,5,9.948,9.948,0.002,0.002,0,1,0,0,1,0,0,0,0,1,0,0,0
"Pseudostaurosira.laucensis.Fe+K+Zmax_m","Fe+K+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",341.921929557311,351.071032123993,0.00014,NA,17,6,10.201,10.201,0.002,0.002,0,0,1,0,1,0,0,0,0,1,0,0,0
"Pseudostaurosira.laucensis.Mg+Zmax_m","Mg+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",341.991730869319,351.191645956344,0.00373,NA,13,4,10.271,10.322,0.002,0.002,0,1,0,0,0,0,0,0,0,1,0,0,0
"Pseudostaurosira.laucensis.Fe+Zmax_m","Fe+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",342.037949073437,351.237864160462,0.0021,NA,13,4,10.317,10.368,0.002,0.002,0,0,0,0,1,0,0,0,0,1,0,0,0
"Pseudostaurosira.laucensis.Altitude+Zmax_m","Altitude+Zmax_m","s(Altitude, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",342.183671494723,351.383586581748,0.00104,NA,13,3,10.463,10.514,0.001,0.001,0,0,0,0,0,0,0,0,0,1,1,0,0
"Pseudostaurosira.laucensis.K+Mg+Zmax_m","K+Mg+Zmax_m","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",342.392297897649,351.541400464331,0.00182,NA,17,5,10.672,10.672,0.001,0.001,0,1,1,0,0,0,0,0,0,1,0,0,0
"Pseudostaurosira.laucensis.Ca+Fe+wetland","Ca+Fe+wetland","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",342.621000439075,351.770103005757,0.16251,NA,17,5,10.9,10.9,0.001,0.001,1,0,0,0,1,0,0,0,0,0,0,1,0
"Pseudostaurosira.laucensis.K+Zmax_m","K+Zmax_m","s(K, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",342.63905429765,351.838969384676,0.00013,NA,13,4,10.919,10.969,0.001,0.001,0,0,1,0,0,0,0,0,0,1,0,0,0
"Pseudostaurosira.laucensis.bare_rock+Ca","bare_rock+Ca","s(bare_rock, k = 5, bs = ""cr"") + s(Ca, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",342.746067455203,351.945982542229,0.415,NA,13,0,11.026,11.076,0.001,0.001,1,0,0,0,0,0,0,0,0,0,0,0,1
"Pseudostaurosira.laucensis.Zmax_m","Zmax_m","s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",343.581059959679,351.903216138476,0.00188,NA,9,2,11.861,11.034,0.001,0.001,0,0,0,0,0,0,0,0,0,1,0,0,0
"Pseudostaurosira.laucensis.Ca+wetland","Ca+wetland","s(Ca, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",343.703891316295,352.90380640332,0.15505,NA,13,3,11.983,12.034,0.001,0.001,1,0,0,0,0,0,0,0,0,0,0,1,0
"Pseudostaurosira.laucensis.Ca+Fe+secchi_m","Ca+Fe+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.112061459651,353.261164026333,0.37434,NA,17,5,12.392,12.392,0.001,0.001,1,0,0,0,1,0,0,0,1,0,0,0,0
"Pseudostaurosira.laucensis.Ca+Fe+waterT","Ca+Fe+waterT","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.246468576379,353.395571143061,0.24872,NA,17,3,12.526,12.526,0.001,0.001,1,0,0,0,1,1,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Ca+secchi_m","Ca+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.32530509513,353.525220182156,0.37268,NA,13,3,12.605,12.656,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Pseudostaurosira.laucensis.bare_rock+Mg","bare_rock+Mg","s(bare_rock, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.327271050988,353.527186138013,0.37853,NA,13,1,12.607,12.658,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Pseudostaurosira.laucensis.Ca+waterT","Ca+waterT","s(Ca, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.385539081141,353.585454168167,0.24268,NA,13,0,12.665,12.716,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Fe+Mg+wetland","Fe+Mg+wetland","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.908783551505,354.057886118187,0.14747,NA,17,3,13.188,13.188,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"Pseudostaurosira.laucensis.Alkalinity+waterT","Alkalinity+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",345.092908650057,354.292823737082,0.2175,NA,13,3,13.372,13.423,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Mg+wetland","Mg+wetland","s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",345.276974275964,354.476889362989,0.14627,NA,13,1,13.556,13.607,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Pseudostaurosira.laucensis.K+Mg+secchi_m","K+Mg+secchi_m","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",345.939773173117,355.088875739798,0.57361,NA,17,4,14.219,14.219,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Pseudostaurosira.laucensis.Fe+wetland","Fe+wetland","s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.053267574875,355.2531826619,0.12456,NA,13,2,14.333,14.384,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Pseudostaurosira.laucensis.lake_catch_ratio+Mg","lake_catch_ratio+Mg","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.237430000322,355.437345087347,0.05064,NA,13,4,14.517,14.568,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Alkalinity","Alkalinity","s(Alkalinity, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.313758187297,355.635914366094,0.18358,NA,9,1,15.593,14.766,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Fe+K+secchi_m","Fe+K+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.418452725758,356.56755529244,0.48249,NA,17,6,15.698,15.698,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"Pseudostaurosira.laucensis.bare_rock","bare_rock","s(bare_rock, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.581990684568,355.904146863366,0.38491,NA,9,0,15.861,15.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Pseudostaurosira.laucensis.lake_catch_ratio","lake_catch_ratio","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.632952007481,355.955108186278,0.04314,NA,9,3,15.912,15.085,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Pseudostaurosira.laucensis.wetland","wetland","s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.655657788524,355.977813967322,0.12132,NA,9,0,15.935,15.108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Pseudostaurosira.laucensis.Ca+Fe","Ca+Fe","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.833819388965,357.03373447599,0.1644,NA,13,2,16.113,16.164,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.K+secchi_m","K+secchi_m","s(K, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.861655781678,357.061570868703,0.48666,NA,13,4,16.141,16.192,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Pseudostaurosira.laucensis.Fe+Mg+secchi_m","Fe+Mg+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.929107460257,357.078210026939,0.37982,NA,17,5,16.209,16.209,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"Pseudostaurosira.laucensis.Fe+K+waterT","Fe+K+waterT","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",348.057310771697,357.206413338379,0.18094,NA,17.08,4,16.337,16.337,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Fe+secchi_m","Fe+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",348.26337260409,357.463287691116,0.35766,NA,13,4,16.543,16.594,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Pseudostaurosira.laucensis.Fe+waterT","Fe+waterT","s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",348.419694782745,357.619609869771,0.18405,NA,13,3,16.699,16.75,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Mg+secchi_m","Mg+secchi_m","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",348.460227436218,357.660142523243,0.38638,NA,13,3,16.74,16.791,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Pseudostaurosira.laucensis.Fe+Mg+waterT","Fe+Mg+waterT","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.021319674128,358.17042224081,0.19308,NA,17,6,17.301,17.301,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Ca","Ca","s(Ca, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.070953979717,357.393110158514,0.15476,NA,9,0,17.35,16.523,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Fe+Mg+mix_event","Fe+Mg+mix_event","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.084970660158,358.23407322684,0.04838,NA,17,3,17.364,17.364,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"Pseudostaurosira.laucensis.K+Mg+mix_event","K+Mg+mix_event","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.125892315899,358.274994882581,0.06895,NA,17,3,17.405,17.405,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"Pseudostaurosira.laucensis.K+Mg+waterT","K+Mg+waterT","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.210712942017,358.359815508698,0.25983,NA,17,6,17.49,17.49,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.K+waterT","K+waterT","s(K, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.252966499721,358.452881586747,0.22565,NA,13,3,17.532,17.583,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Mg+mix_event","Mg+mix_event","s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.290560544518,358.490475631544,0.04742,NA,13,1,17.57,17.621,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Pseudostaurosira.laucensis.Fe+mix_event","Fe+mix_event","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.676634678652,358.876549765677,0.04765,NA,13,2,17.956,18.007,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Pseudostaurosira.laucensis.secchi_m","secchi_m","s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.707068686958,358.029224865756,0.36073,NA,9,2,17.987,17.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Pseudostaurosira.laucensis.Mg+waterT","Mg+waterT","s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.778897016033,358.978812103058,0.19308,NA,13,4,18.058,18.109,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Altitude+Mg","Altitude+Mg","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.817696880437,359.017611967462,0.09804,NA,13.03,2,18.097,18.148,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Pseudostaurosira.laucensis.Fe+K+mix_event","Fe+K+mix_event","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.821243755868,358.97034632255,0.04357,NA,17,4,18.101,18.101,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"Pseudostaurosira.laucensis.K+mix_event","K+mix_event","s(K, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",350.216887655814,359.416802742839,0.04622,NA,13,2,18.496,18.547,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Pseudostaurosira.laucensis.waterT","waterT","s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",350.301547986048,358.623704164846,0.1803,NA,9,1,18.581,17.754,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.mix_event","mix_event","s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",350.905041070298,359.227197249096,0.04701,NA,9,0,19.185,18.358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Pseudostaurosira.laucensis.Altitude","Altitude","s(Altitude, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",351.5227923388,359.844948517598,0.08718,NA,9.01,1,19.802,18.975,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Pseudostaurosira.laucensis.Fe+Mg","Fe+Mg","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",352.014921503256,361.214836590281,0.10691,NA,13,3,20.294,20.345,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Fe+K+Mg","Fe+K+Mg","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",352.066373527224,361.215476093906,0.1289,NA,17,5,20.346,20.346,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Fe+K","Fe+K","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",352.638744429187,361.838659516213,0.1004,NA,13,4,20.918,20.969,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.K+Mg","K+Mg","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",352.80844595051,362.008361037535,0.13572,NA,13,3,21.088,21.139,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Fe","Fe","s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",353.268238076582,361.590394255379,0.09481,NA,9,2,21.548,20.721,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Mg","Mg","s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",353.73732670121,362.059482880008,0.10858,NA,9,1,22.017,21.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.K","K","s(K, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",354.448139417036,362.770295595834,0.10145,NA,9,2,22.728,21.901,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.null","null","s(Latitude, Longitude, k = 5)",355.83804546753,362.517736855747,0.09364,NA,5,0,24.118,21.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudostaurosira.santaremensis.Mg+mix_event+Zmax_m","Mg+mix_event+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",335.781880574587,344.930983141269,0.49009,NA,17,6,0,0,0.06,0.06,0,1,0,0,0,0,0,1,0,1,0,0,0
"Pseudostaurosira.santaremensis.K+waterT+Zmax_m","K+waterT+Zmax_m","s(K, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",336.076699888595,345.225802455276,0.46382,NA,17,5,0.295,0.295,0.052,0.052,0,0,1,0,0,1,0,0,0,1,0,0,0
"Pseudostaurosira.santaremensis.Fe+waterT+Zmax_m","Fe+waterT+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",336.234170297718,345.3832728644,0.43928,NA,17,4,0.452,0.452,0.048,0.048,0,0,0,0,1,1,0,0,0,1,0,0,0
"Pseudostaurosira.santaremensis.Ca+Fe+wetland","Ca+Fe+wetland","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",336.477247265504,345.626349832185,0.48201,NA,17,6,0.695,0.695,0.043,0.042,1,0,0,0,1,0,0,0,0,0,0,1,0
"Pseudostaurosira.santaremensis.K+secchi_m+Zmax_m","K+secchi_m+Zmax_m","s(K, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",336.483901502242,345.633004068924,0.51041,NA,17,7,0.702,0.702,0.042,0.042,0,0,1,0,0,0,0,0,1,1,0,0,0
"Pseudostaurosira.santaremensis.Alkalinity+waterT+Zmax_m","Alkalinity+waterT+Zmax_m","s(Alkalinity, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",336.541776307478,345.690878874159,0.45394,NA,17,5,0.76,0.76,0.041,0.041,0,0,0,1,0,1,0,0,0,1,0,0,0
"Pseudostaurosira.santaremensis.Ca+Fe+waterT","Ca+Fe+waterT","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",336.61205081804,345.761153384721,0.51542,NA,17,6,0.83,0.83,0.04,0.04,1,0,0,0,1,1,0,0,0,0,0,0,0
"Pseudostaurosira.santaremensis.waterT+Zmax_m","waterT+Zmax_m","s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",336.799666351536,345.999581438562,0.44057,NA,13,3,1.018,1.069,0.036,0.035,0,0,0,0,0,1,0,0,0,1,0,0,0
"Pseudostaurosira.santaremensis.Fe+Mg+wetland","Fe+Mg+wetland","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",336.889384045877,346.038486612559,0.45521,NA,17,5,1.108,1.108,0.035,0.035,0,1,0,0,1,0,0,0,0,0,0,1,0
"Pseudostaurosira.santaremensis.K+mix_event+Zmax_m","K+mix_event+Zmax_m","s(K, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",336.994793797613,346.143896364294,0.45683,NA,17,6,1.213,1.213,0.033,0.033,0,0,1,0,0,0,0,1,0,1,0,0,0
"Pseudostaurosira.santaremensis.Fe+mix_event+Zmax_m","Fe+mix_event+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",336.996532498245,346.145635064927,0.45149,NA,17,6,1.215,1.215,0.033,0.033,0,0,0,0,1,0,0,1,0,1,0,0,0
"Pseudostaurosira.santaremensis.Mg+wetland","Mg+wetland","s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",337.068483985688,346.268399072713,0.4548,NA,13,3,1.287,1.337,0.032,0.031,0,1,0,0,0,0,0,0,0,0,0,1,0
"Pseudostaurosira.santaremensis.Mg+wetland+Zmax_m","Mg+wetland+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",337.215737394465,346.364839961147,0.49512,NA,17.13,6,1.434,1.434,0.029,0.029,0,1,0,0,0,0,0,0,0,1,0,1,0
"Pseudostaurosira.santaremensis.Ca+wetland","Ca+wetland","s(Ca, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",337.250209300474,346.450124387499,0.46703,NA,13,4,1.468,1.519,0.029,0.028,1,0,0,0,0,0,0,0,0,0,0,1,0
"Pseudostaurosira.santaremensis.Ca+waterT","Ca+waterT","s(Ca, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",337.376156727596,346.576071814621,0.50297,NA,13,4,1.594,1.645,0.027,0.026,1,0,0,0,0,1,0,0,0,0,0,0,0
"Pseudostaurosira.santaremensis.mix_event+Zmax_m","mix_event+Zmax_m","s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",337.474354062971,346.674269149997,0.45427,NA,13,4,1.692,1.743,0.026,0.025,0,0,0,0,0,0,0,1,0,1,0,0,0
"Pseudostaurosira.santaremensis.Fe+Mg+mix_event","Fe+Mg+mix_event","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",337.864974168689,347.01407673537,0.39408,NA,17,4,2.083,2.083,0.021,0.021,0,1,0,0,1,0,0,1,0,0,0,0,0
"Pseudostaurosira.santaremensis.Fe+K+Zmax_m","Fe+K+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",337.885936198799,347.035038765481,0.44472,NA,17,6,2.104,2.104,0.021,0.021,0,0,1,0,1,0,0,0,0,1,0,0,0
