"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Ca","Mg","SO4","Alkalinity","Si","Altitude","Fe","erosion_prop","secchi_m","lake_catch_ratio","mix_event","waterT"
"Pseudostaurosira.laucensis.Alkalinity+erosion_prop+waterT","Alkalinity+erosion_prop+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",342.742606793928,351.89170936061,0.18583,NA,17.03,1,6.029,6.029,0.025,0.025,0,0,0,1,0,0,0,1,0,0,0,1
"Pseudostaurosira.laucensis.Ca+secchi_m+Si","Ca+secchi_m+Si","s(Ca, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.173493523258,353.322596089939,0.37452,NA,17,5,7.46,7.46,0.012,0.012,1,0,0,0,1,0,0,0,1,0,0,0
"Pseudostaurosira.laucensis.Ca+secchi_m","Ca+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.325305095663,353.525220182689,0.37269,NA,13,3,7.612,7.662,0.011,0.011,1,0,0,0,0,0,0,0,1,0,0,0
"Pseudostaurosira.laucensis.Ca+waterT","Ca+waterT","s(Ca, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.385539081142,353.585454168167,0.24268,NA,13,0,7.672,7.723,0.011,0.011,1,0,0,0,0,0,0,0,0,0,0,1
"Pseudostaurosira.laucensis.lake_catch_ratio+SO4","lake_catch_ratio+SO4","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.466749327179,353.666664414204,0.02305,NA,13,4,7.753,7.804,0.011,0.01,0,0,1,0,0,0,0,0,0,1,0,0
"Pseudostaurosira.laucensis.erosion_prop+Fe+mix_event","erosion_prop+Fe+mix_event","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.471668196889,353.620770763571,0.10735,NA,17.5,6,7.758,7.758,0.011,0.01,0,0,0,0,0,0,1,1,0,0,1,0
"Pseudostaurosira.laucensis.Ca+Si+waterT","Ca+Si+waterT","s(Ca, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.536332800773,353.685435367455,0.25274,NA,17,2,7.823,7.823,0.01,0.01,1,0,0,0,1,0,0,0,0,0,0,1
"Pseudostaurosira.laucensis.erosion_prop+lake_catch_ratio+SO4","erosion_prop+lake_catch_ratio+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.541121151836,353.690223718518,0.01415,NA,17,7,7.827,7.827,0.01,0.01,0,0,1,0,0,0,0,1,0,1,0,0
"Pseudostaurosira.laucensis.lake_catch_ratio+Mg+SO4","lake_catch_ratio+Mg+SO4","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.601871569079,353.750974135761,0.02845,NA,17,5,7.888,7.888,0.01,0.01,0,1,1,0,0,0,0,0,0,1,0,0
"Pseudostaurosira.laucensis.Ca+Fe+secchi_m","Ca+Fe+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.871879512501,354.020982079182,0.37467,NA,17,6,8.158,8.158,0.009,0.009,1,0,0,0,0,0,1,0,1,0,0,0
"Pseudostaurosira.laucensis.Fe+lake_catch_ratio+SO4","Fe+lake_catch_ratio+SO4","s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.933353752339,354.08245631902,0.0324,NA,17.01,5,8.22,8.22,0.008,0.008,0,0,1,0,0,0,1,0,0,1,0,0
"Pseudostaurosira.laucensis.Alkalinity+erosion_prop","Alkalinity+erosion_prop","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",344.975039142438,354.174954229463,0.18148,NA,13.03,2,8.261,8.312,0.008,0.008,0,0,0,1,0,0,0,1,0,0,0,0
"Pseudostaurosira.laucensis.Alkalinity+Si+waterT","Alkalinity+Si+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",345.08306130332,354.232163870002,0.2165,NA,17,5,8.369,8.369,0.008,0.008,0,0,0,1,1,0,0,0,0,0,0,1
"Pseudostaurosira.laucensis.Alkalinity+waterT","Alkalinity+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",345.092908650062,354.292823737088,0.2175,NA,13,3,8.379,8.43,0.008,0.007,0,0,0,1,0,0,0,0,0,0,0,1
"Pseudostaurosira.laucensis.Fe+lake_catch_ratio+Mg","Fe+lake_catch_ratio+Mg","s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",345.333804871561,354.482907438243,0.06008,NA,17.01,4,8.62,8.62,0.007,0.007,0,1,0,0,0,0,1,0,0,1,0,0
"Pseudostaurosira.laucensis.Alkalinity+erosion_prop+SO4","Alkalinity+erosion_prop+SO4","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",345.352779917782,354.501882484464,0.1769,NA,17.03,3,8.639,8.639,0.007,0.007,0,0,1,1,0,0,0,1,0,0,0,0
"Pseudostaurosira.laucensis.Ca+Fe+waterT","Ca+Fe+waterT","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",345.464144042207,354.613246608889,0.23932,NA,17.01,3,8.75,8.75,0.006,0.006,1,0,0,0,0,0,1,0,0,0,0,1
"Pseudostaurosira.laucensis.Alkalinity+Fe+waterT","Alkalinity+Fe+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",345.824956085528,354.97405865221,0.20723,NA,17,6,9.111,9.111,0.005,0.005,0,0,0,1,0,0,1,0,0,0,0,1
"Pseudostaurosira.laucensis.Ca+erosion_prop+Fe","Ca+erosion_prop+Fe","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.06970295083,355.218805517512,0.05096,NA,17.02,4,9.356,9.356,0.005,0.005,1,0,0,0,0,0,1,1,0,0,0,0
"Pseudostaurosira.laucensis.Alkalinity+Si","Alkalinity+Si","s(Alkalinity, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.079874000233,355.279789087259,0.18501,NA,13,3,9.366,9.417,0.005,0.005,0,0,0,1,1,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.erosion_prop+lake_catch_ratio+Mg","erosion_prop+lake_catch_ratio+Mg","s(erosion_prop, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.15624488484,355.305347451521,0.03198,NA,17,7,9.443,9.443,0.005,0.005,0,1,0,0,0,0,0,1,0,1,0,0
"Pseudostaurosira.laucensis.Fe+lake_catch_ratio","Fe+lake_catch_ratio","s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.207187523598,355.407102610624,0.04196,NA,13.01,4,9.494,9.544,0.004,0.004,0,0,0,0,0,0,1,0,0,1,0,0
"Pseudostaurosira.laucensis.Fe+lake_catch_ratio+Si","Fe+lake_catch_ratio+Si","s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.228159829241,355.377262395923,0.04243,NA,17.01,9,9.514,9.514,0.004,0.004,0,0,0,0,1,0,1,0,0,1,0,0
"Pseudostaurosira.laucensis.lake_catch_ratio+Mg","lake_catch_ratio+Mg","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.237430000322,355.437345087347,0.05064,NA,13,4,9.524,9.575,0.004,0.004,0,1,0,0,0,0,0,0,0,1,0,0
"Pseudostaurosira.laucensis.erosion_prop+lake_catch_ratio","erosion_prop+lake_catch_ratio","s(erosion_prop, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.283481387147,355.483396474173,0.02329,NA,13,6,9.57,9.621,0.004,0.004,0,0,0,0,0,0,0,1,0,1,0,0
"Pseudostaurosira.laucensis.lake_catch_ratio+Mg+Si","lake_catch_ratio+Mg+Si","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.284711280464,355.433813847146,0.05075,NA,17,6,9.571,9.571,0.004,0.004,0,1,0,0,1,0,0,0,0,1,0,0
"Pseudostaurosira.laucensis.Alkalinity+Fe+Si","Alkalinity+Fe+Si","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.457863219535,355.606965786217,0.16659,NA,17.02,4,9.744,9.744,0.004,0.004,0,0,0,1,1,0,1,0,0,0,0,0
"Pseudostaurosira.laucensis.Fe+secchi_m+Si","Fe+secchi_m+Si","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.477369919157,355.626472485839,0.33203,NA,17.02,7,9.764,9.764,0.004,0.004,0,0,0,0,1,0,1,0,1,0,0,0
"Pseudostaurosira.laucensis.Ca+erosion_prop+SO4","Ca+erosion_prop+SO4","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.505489838825,355.654592405507,0.09899,NA,17,4,9.792,9.792,0.004,0.004,1,0,1,0,0,0,0,1,0,0,0,0
"Pseudostaurosira.laucensis.Fe+Mg+secchi_m","Fe+Mg+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.531826591646,355.680929158328,0.37516,NA,17,6,9.818,9.818,0.004,0.004,0,1,0,0,0,0,1,0,1,0,0,0
"Pseudostaurosira.laucensis.Altitude+erosion_prop+Fe","Altitude+erosion_prop+Fe","s(Altitude, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.597630131182,355.746732697864,0.00148,NA,17.11,7,9.884,9.884,0.004,0.004,0,0,0,0,0,1,1,1,0,0,0,0
"Pseudostaurosira.laucensis.Ca+SO4","Ca+SO4","s(Ca, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.602116611249,355.802031698274,0.16174,NA,13,1,9.888,9.939,0.004,0.004,1,0,1,0,0,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Alkalinity+SO4","Alkalinity+SO4","s(Alkalinity, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.645002166106,355.844917253132,0.16718,NA,13,2,9.931,9.982,0.004,0.003,0,0,1,1,0,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.lake_catch_ratio+Si","lake_catch_ratio+Si","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",346.708014029608,355.907929116634,0.04324,NA,13,5,9.994,10.045,0.003,0.003,0,0,0,0,1,0,0,0,0,1,0,0
"Pseudostaurosira.laucensis.erosion_prop+Fe+Mg","erosion_prop+Fe+Mg","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.003087205051,356.152189771733,0.00546,NA,17.05,4,10.289,10.289,0.003,0.003,0,1,0,0,0,0,1,1,0,0,0,0
"Pseudostaurosira.laucensis.Ca+erosion_prop","Ca+erosion_prop","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.145958464341,356.345873551367,0.06936,NA,13,3,10.432,10.483,0.003,0.003,1,0,0,0,0,0,0,1,0,0,0,0
"Pseudostaurosira.laucensis.Alkalinity+Fe","Alkalinity+Fe","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.238096231511,356.438011318536,0.18463,NA,13,4,10.524,10.575,0.003,0.003,0,0,0,1,0,0,1,0,0,0,0,0
"Pseudostaurosira.laucensis.erosion_prop+Fe+secchi_m","erosion_prop+Fe+secchi_m","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.31029625982,356.459398826502,0.07067,NA,17.01,5,10.597,10.597,0.003,0.003,0,0,0,0,0,0,1,1,1,0,0,0
"Pseudostaurosira.laucensis.Alkalinity","Alkalinity","s(Alkalinity, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.313758187297,355.635914366094,0.18358,NA,9,1,10.6,9.773,0.003,0.004,0,0,0,1,0,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Alkalinity+Fe+SO4","Alkalinity+Fe+SO4","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.384885398358,356.53398796504,0.17074,NA,17,5,10.671,10.671,0.002,0.002,0,0,1,1,0,0,1,0,0,0,0,0
"Pseudostaurosira.laucensis.Fe+mix_event+Si","Fe+mix_event+Si","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.469071693223,356.618174259905,0.03783,NA,17.01,1,10.755,10.755,0.002,0.002,0,0,0,0,1,0,1,0,0,0,1,0
"Pseudostaurosira.laucensis.Mg+mix_event+Si","Mg+mix_event+Si","s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.603793972902,356.752896539584,0.02674,NA,17,3,10.89,10.89,0.002,0.002,0,1,0,0,1,0,0,0,0,0,1,0
"Pseudostaurosira.laucensis.lake_catch_ratio","lake_catch_ratio","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.632952007481,355.955108186278,0.04314,NA,9,3,10.919,10.092,0.002,0.003,0,0,0,0,0,0,0,0,0,1,0,0
"Pseudostaurosira.laucensis.Ca+Fe+SO4","Ca+Fe+SO4","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.638701526293,356.787804092975,0.16338,NA,17,4,10.925,10.925,0.002,0.002,1,0,1,0,0,0,1,0,0,0,0,0
"Pseudostaurosira.laucensis.Fe+Mg+mix_event","Fe+Mg+mix_event","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.848671665487,356.997774232169,0.06018,NA,17.01,2,11.135,11.135,0.002,0.002,0,1,0,0,0,0,1,0,0,0,1,0
"Pseudostaurosira.laucensis.Ca+erosion_prop+secchi_m","Ca+erosion_prop+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.904547904017,357.053650470699,0.43913,NA,17,5,11.191,11.191,0.002,0.002,1,0,0,0,0,0,0,1,1,0,0,0
"Pseudostaurosira.laucensis.Mg+secchi_m+Si","Mg+secchi_m+Si","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",348.027086205546,357.176188772228,0.38491,NA,17,5,11.313,11.313,0.002,0.002,0,1,0,0,1,0,0,0,1,0,0,0
"Pseudostaurosira.laucensis.Fe+secchi_m","Fe+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",348.201118082369,357.401033169394,0.3413,NA,13,5,11.487,11.538,0.002,0.002,0,0,0,0,0,0,1,0,1,0,0,0
"Pseudostaurosira.laucensis.Ca+Si","Ca+Si","s(Ca, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",348.280357325741,357.480272412766,0.15095,NA,13,2,11.567,11.617,0.002,0.002,1,0,0,0,1,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.erosion_prop+waterT","erosion_prop+waterT","s(erosion_prop, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",348.353299634248,357.553214721273,0.1052,NA,13,4,11.64,11.69,0.002,0.001,0,0,0,0,0,0,0,1,0,0,0,1
"Pseudostaurosira.laucensis.secchi_m+Si","secchi_m+Si","s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",348.356276542202,357.556191629228,0.35669,NA,13,4,11.643,11.693,0.002,0.001,0,0,0,0,1,0,0,0,1,0,0,0
"Pseudostaurosira.laucensis.Mg+secchi_m","Mg+secchi_m","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",348.460227436218,357.660142523243,0.38638,NA,13,3,11.747,11.797,0.001,0.001,0,1,0,0,0,0,0,0,1,0,0,0
"Pseudostaurosira.laucensis.Altitude+Fe+Mg","Altitude+Fe+Mg","s(Altitude, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",348.512240802484,357.661343369166,0.08019,NA,17,5,11.799,11.799,0.001,0.001,0,1,0,0,0,1,1,0,0,0,0,0
"Pseudostaurosira.laucensis.erosion_prop+Fe","erosion_prop+Fe","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",348.568809649788,357.768724736813,0.00534,NA,13.06,3,11.855,11.906,0.001,0.001,0,0,0,0,0,0,1,1,0,0,0,0
"Pseudostaurosira.laucensis.erosion_prop+Mg+waterT","erosion_prop+Mg+waterT","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",348.938163205313,358.087265771995,0.11681,NA,17,7,12.224,12.224,0.001,0.001,0,1,0,0,0,0,0,1,0,0,0,1
"Pseudostaurosira.laucensis.erosion_prop+Fe+SO4","erosion_prop+Fe+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",348.944181624528,358.09328419121,0.00662,NA,17.05,4,12.231,12.231,0.001,0.001,0,0,1,0,0,0,1,1,0,0,0,0
"Pseudostaurosira.laucensis.Ca+Fe+Si","Ca+Fe+Si","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.049215846425,358.198318413107,0.14967,NA,17.02,5,12.336,12.336,0.001,0.001,1,0,0,0,1,0,1,0,0,0,0,0
"Pseudostaurosira.laucensis.Ca","Ca","s(Ca, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.070953979716,357.393110158514,0.15476,NA,9,0,12.357,11.53,0.001,0.002,1,0,0,0,0,0,0,0,0,0,0,0
"Pseudostaurosira.laucensis.mix_event+Si","mix_event+Si","s(mix_event, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.098069031811,358.297984118837,0.03382,NA,13,2,12.384,12.435,0.001,0.001,0,0,0,0,1,0,0,0,0,0,1,0
"Pseudostaurosira.laucensis.Fe+Si+waterT","Fe+Si+waterT","s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.116244716481,358.265347283163,0.15758,NA,17.01,6,12.403,12.403,0.001,0.001,0,0,0,0,1,0,1,0,0,0,0,1
"Pseudostaurosira.laucensis.Ca+Fe","Ca+Fe","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.127934610852,358.327849697877,0.15551,NA,13.01,3,12.414,12.465,0.001,0.001,1,0,0,0,0,0,1,0,0,0,0,0
"Pseudostaurosira.laucensis.Si+waterT","Si+waterT","s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.262794535672,358.462709622698,0.18593,NA,13,3,12.549,12.6,0.001,0.001,0,0,0,0,1,0,0,0,0,0,0,1
"Pseudostaurosira.laucensis.Mg+mix_event","Mg+mix_event","s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.29055998062,358.490475067646,0.04743,NA,13,1,12.577,12.628,0.001,0.001,0,1,0,0,0,0,0,0,0,0,1,0
"Pseudostaurosira.laucensis.Fe+waterT","Fe+waterT","s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.356174704178,358.556089791203,0.16308,NA,13,4,12.643,12.693,0.001,0.001,0,0,0,0,0,0,1,0,0,0,0,1
"Pseudostaurosira.laucensis.Fe+Mg+waterT","Fe+Mg+waterT","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.430247765954,358.579350332635,0.17596,NA,17,7,12.717,12.717,0.001,0.001,0,1,0,0,0,0,1,0,0,0,0,1
"Pseudostaurosira.laucensis.Fe+mix_event","Fe+mix_event","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.432672996379,358.632588083405,0.05259,NA,13.01,2,12.719,12.77,0.001,0.001,0,0,0,0,0,0,1,0,0,0,1,0
"Pseudostaurosira.laucensis.Altitude+Fe+Si","Altitude+Fe+Si","s(Altitude, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.482403704047,358.631506270729,0.05733,NA,17,6,12.769,12.769,0.001,0.001,0,0,0,0,1,1,1,0,0,0,0,0
"Pseudostaurosira.laucensis.erosion_prop+Mg+mix_event","erosion_prop+Mg+mix_event","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.623981275497,358.773083842179,0.05665,NA,17.2,4,12.91,12.91,0.001,0.001,0,1,0,0,0,0,0,1,0,0,1,0
"Pseudostaurosira.laucensis.Mg+Si+waterT","Mg+Si+waterT","s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.675755925006,358.824858491688,0.19645,NA,17,6,12.962,12.962,0.001,0.001,0,1,0,0,1,0,0,0,0,0,0,1
"Pseudostaurosira.laucensis.secchi_m","secchi_m","s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.707068686958,358.029224865756,0.36073,NA,9,2,12.993,12.166,0.001,0.001,0,0,0,0,0,0,0,0,1,0,0,0
"Pseudostaurosira.laucensis.erosion_prop+Mg+secchi_m","erosion_prop+Mg+secchi_m","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.7648697369,358.913972303582,0.50649,NA,17,4,13.051,13.051,0.001,0.001,0,1,0,0,0,0,0,1,1,0,0,0
"Pseudostaurosira.laucensis.Mg+waterT","Mg+waterT","s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.778897016033,358.978812103058,0.19308,NA,13,4,13.065,13.116,0.001,0.001,0,1,0,0,0,0,0,0,0,0,0,1
"Pseudostaurosira.laucensis.erosion_prop+secchi_m","erosion_prop+secchi_m","s(erosion_prop, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.813611139254,359.01352622628,0.44288,NA,13,5,13.1,13.151,0.001,0.001,0,0,0,0,0,0,0,1,1,0,0,0
"Pseudostaurosira.laucensis.Altitude+Mg","Altitude+Mg","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.817696880437,359.017611967462,0.09804,NA,13.03,2,13.104,13.155,0.001,0.001,0,1,0,0,0,1,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Altitude+Mg+Si","Altitude+Mg+Si","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.859885498261,359.008988064943,0.09569,NA,17.04,4,13.146,13.146,0.001,0.001,0,1,0,0,1,1,0,0,0,0,0,0
"Pseudostaurosira.laucensis.Altitude+Fe","Altitude+Fe","s(Altitude, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",350.112301061153,359.312216148178,0.06947,NA,13,4,13.399,13.449,0.001,0.001,0,0,0,0,0,1,1,0,0,0,0,0
